elapsed_seconds,alpha,theta,beta,stillness,valid
405,0.13003058909384982,0.1316031851789098,0.15540849280220462,0.9850030713058706,1
406,0.1307521832092925,0.12883369870405706,0.1533463378660128,0.985384398768003,1
407,0.13132945850164665,0.12661810952417488,0.15169661391705933,0.9855572997479555,1
408,0.13179127873552995,0.12484563818026914,0.15037683475789654,0.9859382682630871,1
409,0.1321607349226366,0.12342766110514455,0.1493210114305663,0.9864811064762193,1
410,0.13245629987232194,0.12229327944504488,0.14847635276870214,0.9861587108047701,1
411,0.1326927518320702,0.12138577411696515,0.1478006258392108,0.9860873297693643,1
412,0.1328819133998688,0.12065976985450136,0.14726004429561773,0.9854823274231119,1
413,0.13303324265410768,0.12007896644453032,0.14682757906074326,0.9854270018613922,1
414,0.13315430605749878,0.1196143237165535,0.1464816068728437,0.9855858380329277,1
415,0.13325115678021168,0.11924260953417204,0.14620482912252405,0.9857482288528382,1
416,0.1484378501112822,0.11961902797894693,0.1442578097365229,0.9859504750973007,1
417,0.1775851406392348,0.12507706247938993,0.14325637762753154,0.9860263718582818,1
418,0.20967374428634056,0.1274543787061027,0.14623483954519392,0.9861187878232971,1
419,0.24007165796178548,0.12124824016582515,0.14834861811229919,0.986125112169644,1
420,0.2689186426402227,0.1154664374465595,0.1489008335267384,0.9887985877408754,1
421,0.29199623038297245,0.11084099527114698,0.1493426058582898,0.9908125793230824,1
422,0.3104583005771723,0.10714064153081695,0.14969602372353089,0.9906697884842525,1
423,0.32522795673253213,0.10418035853855294,0.14997875801572377,0.9923105711940295,1
424,0.33704368165682,0.10181213214474173,0.15020494544947807,0.9921713757463071,1
425,0.3464962615962503,0.09991755102969277,0.1503858953964815,0.9901124785403824,1
426,0.35405832554779454,0.09840188613765359,0.15053065535408425,0.9902993942404261,1
427,0.36010797670902994,0.09718935422402225,0.15064646332016646,0.9891245375880509,1
428,0.36494769763801826,0.09621932869311718,0.15073910969303222,0.9879717782821785,1
429,0.3460519666078919,0.10122707232972115,0.15473470622731145,0.9874416574024468,1
430,0.3315843963878873,0.10479249969590784,0.15530094833657784,0.9865974211826121,1
431,0.3186913524009202,0.11308064647022073,0.1549494796236539,0.9860339248886316,1
432,0.30348165275779004,0.12383436873930223,0.1556732695743553,0.9857282001146234,1
433,0.2913138930432859,0.13243734655456743,0.15625230153491637,0.9857355485078252,1
434,0.2815796852716826,0.1393197288067796,0.15671552710336525,0.9854855643030607,1
435,0.27379231905439994,0.1448256346085493,0.15708610755812435,0.9850087519391186,1
436,0.26756242608057385,0.14923035924996508,0.15738257192193164,0.9849475112010538,1
437,0.262578511701513,0.1527541389630977,0.15761974341297746,0.9847733319384359,1
438,0.2585913801982643,0.1555731627336038,0.15780948060581412,0.9846519165026062,1
439,0.2554016749956653,0.15782838175000868,0.15796127036008345,0.9847916337202246,1
440,0.2528499108335861,0.15963255696313258,0.1580827021634989,0.9848214234855732,1
441,0.25080849950392275,0.1610758971336317,0.15817984760623127,0.9845363321855728,1
442,0.24917537044019208,0.16223056927003102,0.15825756396041718,0.9845498309798559,1
443,0.24786886718920753,0.16315430697915045,0.1583197370437659,0.9849030409197632,1
